id,pid,deep,name,pinyin_prefix,pinyin,ext_id,ext_name
320623,3206,2,如东,r,ru dong,3.20623E+11,如東縣
320681,3206,2,启东,q,qi dong,3.20681E+11,啟東市
320682,3206,2,如皋,r,ru gao,3.20682E+11,如皋市
320685,3206,2,海安,h,hai an,3.20685E+11,海安市
3207,32,1,连云港,l,lian yun gang,3.207E+11,連雲港市
320703,3207,2,连云,l,lian yun,3.20703E+11,連雲區
320706,3207,2,海州,h,hai zhou,3.20706E+11,海州區
320707,3207,2,赣榆,g,gan yu,3.20707E+11,贛榆區
320722,3207,2,东海,d,dong hai,3.20722E+11,東海縣
320723,3207,2,灌云,g,guan yun,3.20723E+11,灌雲縣
320724,3207,2,灌南,g,guan nan,3.20724E+11,灌南縣
3208,32,1,淮安,h,huai an,3.208E+11,淮安市
320803,3208,2,淮安区,h,huai an qu,3.20803E+11,淮安區
320804,3208,2,淮阴,h,huai yin,3.20804E+11,淮陰區
320812,3208,2,清江浦,q,qing jiang pu,3.20812E+11,清江浦區
320813,3208,2,洪泽,h,hong ze,3.20813E+11,洪澤區
320826,3208,2,涟水,l,lian shui,3.20826E+11,漣水縣
320830,3208,2,盱眙,x,xu yi,3.2083E+11,盱眙縣
320831,3208,2,金湖,j,jin hu,3.20831E+11,金湖縣
3209,32,1,盐城,y,yan cheng,3.209E+11,鹽城市
320902,3209,2,亭湖,t,ting hu,3.20902E+11,亭湖區
320903,3209,2,盐都,y,yan du,3.20903E+11,鹽都區
320904,3209,2,大丰,d,da feng,3.20904E+11,大豐區
320921,3209,2,响水,x,xiang shui,3.20921E+11,響水縣
320922,3209,2,滨海,b,bin hai,3.20922E+11,濱海縣
320923,3209,2,阜宁,f,fu ning,3.20923E+11,阜寧縣
320924,3209,2,射阳,s,she yang,3.20924E+11,射陽縣
320925,3209,2,建湖,j,jian hu,3.20925E+11,建湖縣
320981,3209,2,东台,d,dong tai,3.20981E+11,東臺市
3210,32,1,扬州,y,yang zhou,3.21E+11,揚州市
321002,3210,2,广陵,g,guang ling,3.21002E+11,廣陵區
321003,3210,2,邗江,h,han jiang,3.21003E+11,邗江區
321012,3210,2,江都,j,jiang du,3.21012E+11,江都區
321023,3210,2,宝应,b,bao ying,3.21023E+11,寶應縣
321081,3210,2,仪征,y,yi zheng,3.21081E+11,儀征市
321084,3210,2,高邮,g,gao you,3.21084E+11,高郵市
3211,32,1,镇江,z,zhen jiang,3.211E+11,鎮江市
321102,3211,2,京口,j,jing kou,3.21102E+11,京口區
321111,3211,2,润州,r,run zhou,3.21111E+11,潤州區
321112,3211,2,丹徒,d,dan tu,3.21112E+11,丹徒區
321181,3211,2,丹阳,d,dan yang,3.21181E+11,丹陽市
321182,3211,2,扬中,y,yang zhong,3.21182E+11,揚中市
321183,3211,2,句容,j,ju rong,3.21183E+11,句容市
3212,32,1,泰州,t,tai zhou,3.212E+11,泰州市
321202,3212,2,海陵,h,hai ling,3.21202E+11,海陵區
321203,3212,2,高港,g,gao gang,3.21203E+11,高港區
321204,3212,2,姜堰,j,jiang yan,3.21204E+11,薑堰區
321281,3212,2,兴化,x,xing hua,3.21281E+11,興化市
321282,3212,2,靖江,j,jing jiang,3.21282E+11,靖江市
321283,3212,2,泰兴,t,tai xing,3.21283E+11,泰興市
3213,32,1,宿迁,s,su qian,3.213E+11,宿遷市
321302,3213,2,宿城,s,su cheng,3.21302E+11,宿城區
321311,3213,2,宿豫,s,su yu,3.21311E+11,宿豫區
321322,3213,2,沭阳,s,shu yang,3.21322E+11,沭陽縣
321323,3213,2,泗阳,s,si yang,3.21323E+11,泗陽縣
321324,3213,2,泗洪,s,si hong,3.21324E+11,泗洪縣
33,0,0,浙江,z,zhe jiang,3.3E+11,浙江省
3301,33,1,杭州,h,hang zhou,3.301E+11,杭州市
330102,3301,2,上城,s,shang cheng,3.30102E+11,上城區
330105,3301,2,拱墅,g,gong shu,3.30105E+11,拱墅區
330106,3301,2,西湖,x,xi hu,3.30106E+11,西湖區
330108,3301,2,滨江,b,bin jiang,3.30108E+11,濱江區
330109,3301,2,萧山,x,xiao shan,3.30109E+11,蕭山區
330110,3301,2,余杭,y,yu hang,3.3011E+11,餘杭區
330111,3301,2,富阳,f,fu yang,3.30111E+11,富陽區
330112,3301,2,临安,l,lin an,3.30112E+11,臨安區
330113,3301,2,临平,l,lin ping,3.30113E+11,臨平區
330114,3301,2,钱塘,q,qian tang,3.30114E+11,錢塘區
330122,3301,2,桐庐,t,tong lu,3.30122E+11,桐廬縣
330127,3301,2,淳安,c,chun an,3.30127E+11,淳安縣
330182,3301,2,建德,j,jian de,3.30182E+11,建德市
3302,33,1,宁波,n,ning bo,3.302E+11,寧波市
330203,3302,2,海曙,h,hai shu,3.30203E+11,海曙區
330205,3302,2,江北,j,jiang bei,3.30205E+11,江北區
330206,3302,2,北仑,b,bei lun,3.30206E+11,北侖區
330211,3302,2,镇海,z,zhen hai,3.30211E+11,鎮海區
330212,3302,2,鄞州,y,yin zhou,3.30212E+11,鄞州區
330213,3302,2,奉化,f,feng hua,3.30213E+11,奉化區
330225,3302,2,象山,x,xiang shan,3.30225E+11,象山縣
330226,3302,2,宁海,n,ning hai,3.30226E+11,寧海縣
330281,3302,2,余姚,y,yu yao,3.30281E+11,餘姚市
330282,3302,2,慈溪,c,ci xi,3.30282E+11,慈溪市
3303,33,1,温州,w,wen zhou,3.303E+11,溫州市
330302,3303,2,鹿城,l,lu cheng,3.30302E+11,鹿城區
330303,3303,2,龙湾,l,long wan,3.30303E+11,龍灣區
330304,3303,2,瓯海,o,ou hai,3.30304E+11,甌海區
330305,3303,2,洞头,d,dong tou,3.30305E+11,洞頭區
330324,3303,2,永嘉,y,yong jia,3.30324E+11,永嘉縣
330326,3303,2,平阳,p,ping yang,3.30326E+11,平陽縣
330327,3303,2,苍南,c,cang nan,3.30327E+11,蒼南縣
330328,3303,2,文成,w,wen cheng,3.30328E+11,文成縣
330329,3303,2,泰顺,t,tai shun,3.30329E+11,泰順縣
330381,3303,2,瑞安,r,rui an,3.30381E+11,瑞安市
330382,3303,2,乐清,y,yue qing,3.30382E+11,樂清市
330383,3303,2,龙港,l,long gang,3.30383E+11,龍港市
3304,33,1,嘉兴,j,jia xing,3.304E+11,嘉興市
330402,3304,2,南湖,n,nan hu,3.30402E+11,南湖區
330411,3304,2,秀洲,x,xiu zhou,3.30411E+11,秀洲區
330421,3304,2,嘉善,j,jia shan,3.30421E+11,嘉善縣
330424,3304,2,海盐,h,hai yan,3.30424E+11,海鹽縣
330481,3304,2,海宁,h,hai ning,3.30481E+11,海寧市
330482,3304,2,平湖,p,ping hu,3.30482E+11,平湖市
330483,3304,2,桐乡,t,tong xiang,3.30483E+11,桐鄉市
3305,33,1,湖州,h,hu zhou,3.305E+11,湖州市
330502,3305,2,吴兴,w,wu xing,3.30502E+11,吳興區
330503,3305,2,南浔,n,nan xun,3.30503E+11,南潯區
330521,3305,2,德清,d,de qing,3.30521E+11,德清縣
330522,3305,2,长兴,c,chang xing,3.30522E+11,長興縣
330523,3305,2,安吉,a,an ji,3.30523E+11,安吉縣
3306,33,1,绍兴,s,shao xing,3.306E+11,紹興市
330602,3306,2,越城,y,yue cheng,3.30602E+11,越城區
330603,3306,2,柯桥,k,ke qiao,3.30603E+11,柯橋區
330604,3306,2,上虞,s,shang yu,3.30604E+11,上虞區
330624,3306,2,新昌,x,xin chang,3.30624E+11,新昌縣
330681,3306,2,诸暨,z,zhu ji,3.30681E+11,諸暨市
330683,3306,2,嵊州,s,sheng zhou,3.30683E+11,嵊州市
3307,33,1,金华,j,jin hua,3.307E+11,金華市
330702,3307,2,婺城,w,wu cheng,3.30702E+11,婺城區
330703,3307,2,金东,j,jin dong,3.30703E+11,金東區
330723,3307,2,武义,w,wu yi,3.30723E+11,武義縣
330726,3307,2,浦江,p,pu jiang,3.30726E+11,浦江縣
330727,3307,2,磐安,p,pan an,3.30727E+11,磐安縣
330781,3307,2,兰溪,l,lan xi,3.30781E+11,蘭溪市
330782,3307,2,义乌,y,yi wu,3.30782E+11,義烏市
330783,3307,2,东阳,d,dong yang,3.30783E+11,東陽市
330784,3307,2,永康,y,yong kang,3.30784E+11,永康市
3308,33,1,衢州,q,qu zhou,3.308E+11,衢州市
330802,3308,2,柯城,k,ke cheng,3.30802E+11,柯城區
330803,3308,2,衢江,q,qu jiang,3.30803E+11,衢江區
330822,3308,2,常山,c,chang shan,3.30822E+11,常山縣
330824,3308,2,开化,k,kai hua,3.30824E+11,開化縣
330825,3308,2,龙游,l,long you,3.30825E+11,龍遊縣
330881,3308,2,江山,j,jiang shan,3.30881E+11,江山市
3309,33,1,舟山,z,zhou shan,3.309E+11,舟山市
330902,3309,2,定海,d,ding hai,3.30902E+11,定海區
330903,3309,2,普陀,p,pu tuo,3.30903E+11,普陀區
330921,3309,2,岱山,d,dai shan,3.30921E+11,岱山縣
330922,3309,2,嵊泗,s,sheng si,3.30922E+11,嵊泗縣
3310,33,1,台州,t,tai zhou,3.31E+11,臺州市
331002,3310,2,椒江,j,jiao jiang,3.31002E+11,椒江區
331003,3310,2,黄岩,h,huang yan,3.31003E+11,黃岩區
331004,3310,2,路桥,l,lu qiao,3.31004E+11,路橋區
331022,3310,2,三门,s,san men,3.31022E+11,三門縣
331023,3310,2,天台,t,tian tai,3.31023E+11,天臺縣
331024,3310,2,仙居,x,xian ju,3.31024E+11,仙居縣
331081,3310,2,温岭,w,wen ling,3.31081E+11,溫嶺市
331082,3310,2,临海,l,lin hai,3.31082E+11,臨海市
331083,3310,2,玉环,y,yu huan,3.31083E+11,玉環市
3311,33,1,丽水,l,li shui,3.311E+11,麗水市
331102,3311,2,莲都,l,lian du,3.31102E+11,蓮都區
331121,3311,2,青田,q,qing tian,3.31121E+11,青田縣
331122,3311,2,缙云,j,jin yun,3.31122E+11,縉雲縣
331123,3311,2,遂昌,s,sui chang,3.31123E+11,遂昌縣
331124,3311,2,松阳,s,song yang,3.31124E+11,松陽縣
331125,3311,2,云和,y,yun he,3.31125E+11,雲和縣
331126,3311,2,庆元,q,qing yuan,3.31126E+11,慶元縣
331127,3311,2,景宁,j,jing ning,3.31127E+11,景寧佘族自治縣
331181,3311,2,龙泉,l,long quan,3.31181E+11,龍泉市
34,0,0,安徽,a,an hui,3.4E+11,安徽省
3401,34,1,合肥,h,he fei,3.401E+11,合肥市
340102,3401,2,瑶海,y,yao hai,3.40102E+11,瑤海區
340103,3401,2,庐阳,l,lu yang,3.40103E+11,廬陽區
340104,3401,2,蜀山,s,shu shan,3.40104E+11,蜀山區
340111,3401,2,包河,b,bao he,3.40111E+11,包河區
340121,3401,2,长丰,c,chang feng,3.40121E+11,長豐縣
340122,3401,2,肥东,f,fei dong,3.40122E+11,肥東縣
340123,3401,2,肥西,f,fei xi,3.40123E+11,肥西縣
340124,3401,2,庐江,l,lu jiang,3.40124E+11,廬江縣
340181,3401,2,巢湖,c,chao hu,3.40181E+11,巢湖市
3402,34,1,芜湖,w,wu hu,3.402E+11,蕪湖市
340202,3402,2,镜湖,j,jing hu,3.40202E+11,鏡湖區
340207,3402,2,鸠江,j,jiu jiang,3.40207E+11,鳩江區
340209,3402,2,弋江,y,yi jiang,3.40209E+11,弋江區
340210,3402,2,湾沚,w,wan zhi,3.4021E+11,灣沚區
340212,3402,2,繁昌,f,fan chang,3.40212E+11,繁昌區
340223,3402,2,南陵,n,nan ling,3.40223E+11,南陵縣
340281,3402,2,无为,w,wu wei,3.40281E+11,無為市
3403,34,1,蚌埠,b,beng bu,3.403E+11,蚌埠市
340302,3403,2,龙子湖,l,long zi hu,3.40302E+11,龍子湖區
340303,3403,2,蚌山,b,beng shan,3.40303E+11,蚌山區
340304,3403,2,禹会,y,yu hui,3.40304E+11,禹會區
340311,3403,2,淮上,h,huai shang,3.40311E+11,淮上區
340321,3403,2,怀远,h,huai yuan,3.40321E+11,懷遠縣
340322,3403,2,五河,w,wu he,3.40322E+11,五河縣
340323,3403,2,固镇,g,gu zhen,3.40323E+11,固鎮縣
3404,34,1,淮南,h,huai nan,3.404E+11,淮南市
340402,3404,2,大通,d,da tong,3.40402E+11,大通區
340403,3404,2,田家庵,t,tian jia an,3.40403E+11,田家庵區
340404,3404,2,谢家集,x,xie jia ji,3.40404E+11,謝家集區
340405,3404,2,八公山,b,ba gong shan,3.40405E+11,八公山區
340406,3404,2,潘集,p,pan ji,3.40406E+11,潘集區
340421,3404,2,凤台,f,feng tai,3.40421E+11,鳳臺縣
340422,3404,2,寿县,s,shou xian,3.40422E+11,壽縣
3405,34,1,马鞍山,m,ma an shan,3.405E+11,馬鞍山市
340503,3405,2,花山,h,hua shan,3.40503E+11,花山區
340504,3405,2,雨山,y,yu shan,3.40504E+11,雨山區
340506,3405,2,博望,b,bo wang,3.40506E+11,博望區
340521,3405,2,当涂,d,dang tu,3.40521E+11,當塗縣
340522,3405,2,含山,h,han shan,3.40522E+11,含山縣
340523,3405,2,和县,h,he xian,3.40523E+11,和縣
3406,34,1,淮北,h,huai bei,3.406E+11,淮北市
340602,3406,2,杜集,d,du ji,3.40602E+11,杜集區
340603,3406,2,相山,x,xiang shan,3.40603E+11,相山區
340604,3406,2,烈山,l,lie shan,3.40604E+11,烈山區
340621,3406,2,濉溪,s,sui xi,3.40621E+11,濉溪縣
3407,34,1,铜陵,t,tong ling,3.407E+11,銅陵市
340705,3407,2,铜官,t,tong guan,3.40705E+11,銅官區
340706,3407,2,义安,y,yi an,3.40706E+11,義安區
340711,3407,2,郊区,j,jiao qu,3.40711E+11,郊區
340722,3407,2,枞阳,z,zong yang,3.40722E+11,樅陽縣
3408,34,1,安庆,a,an qing,3.408E+11,安慶市
340802,3408,2,迎江,y,ying jiang,3.40802E+11,迎江區
340803,3408,2,大观,d,da guan,3.40803E+11,大觀區
340811,3408,2,宜秀,y,yi xiu,3.40811E+11,宜秀區
340822,3408,2,怀宁,h,huai ning,3.40822E+11,懷寧縣
340825,3408,2,太湖,t,tai hu,3.40825E+11,太湖縣
340826,3408,2,宿松,s,su song,3.40826E+11,宿松縣
340827,3408,2,望江,w,wang jiang,3.40827E+11,望江縣
340828,3408,2,岳西,y,yue xi,3.40828E+11,嶽西縣
340881,3408,2,桐城,t,tong cheng,3.40881E+11,桐城市
340882,3408,2,潜山,q,qian shan,3.40882E+11,潛山市
3410,34,1,黄山,h,huang shan,3.41E+11,黃山市
341002,3410,2,屯溪,t,tun xi,3.41002E+11,屯溪區
341003,3410,2,黄山区,h,huang shan qu,3.41003E+11,黃山區
341004,3410,2,徽州,h,hui zhou,3.41004E+11,徽州區
341021,3410,2,歙县,s,she xian,3.41021E+11,歙縣
341022,3410,2,休宁,x,xiu ning,3.41022E+11,休寧縣
341023,3410,2,黟县,y,yi xian,3.41023E+11,黟縣
341024,3410,2,祁门,q,qi men,3.41024E+11,祁門縣
3411,34,1,滁州,c,chu zhou,3.411E+11,滁州市
341102,3411,2,琅琊,l,lang ya,3.41102E+11,琅琊區
341103,3411,2,南谯,n,nan qiao,3.41103E+11,南譙區
341122,3411,2,来安,l,lai an,3.41122E+11,來安縣
341124,3411,2,全椒,q,quan jiao,3.41124E+11,全椒縣
341125,3411,2,定远,d,ding yuan,3.41125E+11,定遠縣
341126,3411,2,凤阳,f,feng yang,3.41126E+11,鳳陽縣
341181,3411,2,天长,t,tian chang,3.41181E+11,天長市
341182,3411,2,明光,m,ming guang,3.41182E+11,明光市
3412,34,1,阜阳,f,fu yang,3.412E+11,阜陽市
341202,3412,2,颍州,y,ying zhou,3.41202E+11,潁州區
341203,3412,2,颍东,y,ying dong,3.41203E+11,潁東區
341204,3412,2,颍泉,y,ying quan,3.41204E+11,潁泉區
341221,3412,2,临泉,l,lin quan,3.41221E+11,臨泉縣
341222,3412,2,太和,t,tai he,3.41222E+11,太和縣
341225,3412,2,阜南,f,fu nan,3.41225E+11,阜南縣
341226,3412,2,颍上,y,ying shang,3.41226E+11,潁上縣
341282,3412,2,界首,j,jie shou,3.41282E+11,界首市
3413,34,1,宿州,s,su zhou,3.413E+11,宿州市
341302,3413,2,埇桥,y,yong qiao,3.41302E+11,埇橋區
341321,3413,2,砀山,d,dang shan,3.41321E+11,碭山縣
341322,3413,2,萧县,x,xiao xian,3.41322E+11,蕭縣
341323,3413,2,灵璧,l,ling bi,3.41323E+11,靈璧縣
341324,3413,2,泗县,s,si xian,3.41324E+11,泗縣
3415,34,1,六安,l,lu an,3.415E+11,六安市
341502,3415,2,金安,j,jin an,3.41502E+11,金安區
341503,3415,2,裕安,y,yu an,3.41503E+11,裕安區
341504,3415,2,叶集,y,ye ji,3.41504E+11,葉集區
341522,3415,2,霍邱,h,huo qiu,3.41522E+11,霍邱縣
341523,3415,2,舒城,s,shu cheng,3.41523E+11,舒城縣
341524,3415,2,金寨,j,jin zhai,3.41524E+11,金寨縣
341525,3415,2,霍山,h,huo shan,3.41525E+11,霍山縣
3416,34,1,亳州,b,bo zhou,3.416E+11,亳州市
341602,3416,2,谯城,q,qiao cheng,3.41602E+11,譙城區
341621,3416,2,涡阳,g,guo yang,3.41621E+11,渦陽縣
341622,3416,2,蒙城,m,meng cheng,3.41622E+11,蒙城縣
341623,3416,2,利辛,l,li xin,3.41623E+11,利辛縣
3417,34,1,池州,c,chi zhou,3.417E+11,池州市
341702,3417,2,贵池,g,gui chi,3.41702E+11,貴池區
341721,3417,2,东至,d,dong zhi,3.41721E+11,東至縣
341722,3417,2,石台,s,shi tai,3.41722E+11,石臺縣
341723,3417,2,青阳,q,qing yang,3.41723E+11,青陽縣
3418,34,1,宣城,x,xuan cheng,3.418E+11,宣城市
341802,3418,2,宣州,x,xuan zhou,3.41802E+11,宣州區
341821,3418,2,郎溪,l,lang xi,3.41821E+11,郎溪縣
341823,3418,2,泾县,j,jing xian,3.41823E+11,涇縣
341824,3418,2,绩溪,j,ji xi,3.41824E+11,績溪縣
341825,3418,2,旌德,j,jing de,3.41825E+11,旌德縣
341881,3418,2,宁国,n,ning guo,3.41881E+11,寧國市
341882,3418,2,广德,g,guang de,3.41882E+11,廣德市
35,0,0,福建,f,fu jian,3.5E+11,福建省
3501,35,1,福州,f,fu zhou,3.501E+11,福州市
350102,3501,2,鼓楼,g,gu lou,3.50102E+11,鼓樓區
350103,3501,2,台江,t,tai jiang,3.50103E+11,臺江區
350104,3501,2,仓山,c,cang shan,3.50104E+11,倉山區
350105,3501,2,马尾,m,ma wei,3.50105E+11,馬尾區
350111,3501,2,晋安,j,jin an,3.50111E+11,晉安區
350112,3501,2,长乐,c,chang le,3.50112E+11,長樂區
350121,3501,2,闽侯,m,min hou,3.50121E+11,閩侯縣
350122,3501,2,连江,l,lian jiang,3.50122E+11,連江縣
350123,3501,2,罗源,l,luo yuan,3.50123E+11,羅源縣
350124,3501,2,闽清,m,min qing,3.50124E+11,閩清縣
350125,3501,2,永泰,y,yong tai,3.50125E+11,永泰縣
350128,3501,2,平潭,p,ping tan,3.50128E+11,平潭縣
350181,3501,2,福清,f,fu qing,3.50181E+11,福清市
3502,35,1,厦门,x,xia men,3.502E+11,廈門市
350203,3502,2,思明,s,si ming,3.50203E+11,思明區
350205,3502,2,海沧,h,hai cang,3.50205E+11,海滄區
350206,3502,2,湖里,h,hu li,3.50206E+11,湖裏區
350211,3502,2,集美,j,ji mei,3.50211E+11,集美區
350212,3502,2,同安,t,tong an,3.50212E+11,同安區
350213,3502,2,翔安,x,xiang an,3.50213E+11,翔安區
3503,35,1,莆田,p,pu tian,3.503E+11,莆田市
350302,3503,2,城厢,c,cheng xiang,3.50302E+11,城廂區
350303,3503,2,涵江,h,han jiang,3.50303E+11,涵江區
350304,3503,2,荔城,l,li cheng,3.50304E+11,荔城區
350305,3503,2,秀屿,x,xiu yu,3.50305E+11,秀嶼區
350322,3503,2,仙游,x,xian you,3.50322E+11,仙遊縣
3504,35,1,三明,s,san ming,3.504E+11,三明市
350404,3504,2,三元,s,san yuan,3.50404E+11,三元區
350405,3504,2,沙县,s,sha xian,3.50405E+11,沙縣區
350421,3504,2,明溪,m,ming xi,3.50421E+11,明溪縣
350423,3504,2,清流,q,qing liu,3.50423E+11,清流縣
350424,3504,2,宁化,n,ning hua,3.50424E+11,寧化縣
350425,3504,2,大田,d,da tian,3.50425E+11,大田縣
350426,3504,2,尤溪,y,you xi,3.50426E+11,尤溪縣
350428,3504,2,将乐,j,jiang le,3.50428E+11,將樂縣
350429,3504,2,泰宁,t,tai ning,3.50429E+11,泰寧縣
350430,3504,2,建宁,j,jian ning,3.5043E+11,建寧縣
350481,3504,2,永安,y,yong an,3.50481E+11,永安市
3505,35,1,泉州,q,quan zhou,3.505E+11,泉州市
350502,3505,2,鲤城,l,li cheng,3.50502E+11,鯉城區
350503,3505,2,丰泽,f,feng ze,3.50503E+11,豐澤區
350504,3505,2,洛江,l,luo jiang,3.50504E+11,洛江區
350505,3505,2,泉港,q,quan gang,3.50505E+11,泉港區
350521,3505,2,惠安,h,hui an,3.50521E+11,惠安縣
350524,3505,2,安溪,a,an xi,3.50524E+11,安溪縣
350525,3505,2,永春,y,yong chun,3.50525E+11,永春縣
350526,3505,2,德化,d,de hua,3.50526E+11,德化縣
350527,3505,2,金门,j,jin men,3.50527E+11,金門縣
350581,3505,2,石狮,s,shi shi,3.50581E+11,石獅市
350582,3505,2,晋江,j,jin jiang,3.50582E+11,晉江市
350583,3505,2,南安,n,nan an,3.50583E+11,南安市
3506,35,1,漳州,z,zhang zhou,3.506E+11,漳州市
350602,3506,2,芗城,x,xiang cheng,3.50602E+11,薌城區
350603,3506,2,龙文,l,long wen,3.50603E+11,龍文區
350604,3506,2,龙海,l,long hai,3.50604E+11,龍海區
350605,3506,2,长泰,c,chang tai,3.50605E+11,長泰區
350622,3506,2,云霄,y,yun xiao,3.50622E+11,雲霄縣
350623,3506,2,漳浦,z,zhang pu,3.50623E+11,漳浦縣
350624,3506,2,诏安,z,zhao an,3.50624E+11,詔安縣
350626,3506,2,东山,d,dong shan,3.50626E+11,東山縣
350627,3506,2,南靖,n,nan jing,3.50627E+11,南靖縣
350628,3506,2,平和,p,ping he,3.50628E+11,平和縣
350629,3506,2,华安,h,hua an,3.50629E+11,華安縣
3507,35,1,南平,n,nan ping,3.507E+11,南平市
350702,3507,2,延平,y,yan ping,3.50702E+11,延平區
350703,3507,2,建阳,j,jian yang,3.50703E+11,建陽區
350721,3507,2,顺昌,s,shun chang,3.50721E+11,順昌縣
350722,3507,2,浦城,p,pu cheng,3.50722E+11,浦城縣
350723,3507,2,光泽,g,guang ze,3.50723E+11,光澤縣
350724,3507,2,松溪,s,song xi,3.50724E+11,松溪縣
350725,3507,2,政和,z,zheng he,3.50725E+11,政和縣
350781,3507,2,邵武,s,shao wu,3.50781E+11,邵武市
350782,3507,2,武夷山,w,wu yi shan,3.50782E+11,武夷山市
350783,3507,2,建瓯,j,jian ou,3.50783E+11,建甌市
3508,35,1,龙岩,l,long yan,3.508E+11,龍岩市
350802,3508,2,新罗,x,xin luo,3.50802E+11,新羅區
350803,3508,2,永定,y,yong ding,3.50803E+11,永定區
350821,3508,2,长汀,c,chang ting,3.50821E+11,長汀縣
350823,3508,2,上杭,s,shang hang,3.50823E+11,上杭縣
350824,3508,2,武平,w,wu ping,3.50824E+11,武平縣
350825,3508,2,连城,l,lian cheng,3.50825E+11,連城縣
350881,3508,2,漳平,z,zhang ping,3.50881E+11,漳平市
3509,35,1,宁德,n,ning de,3.509E+11,寧德市
350902,3509,2,蕉城,j,jiao cheng,3.50902E+11,蕉城區
350921,3509,2,霞浦,x,xia pu,3.50921E+11,霞浦縣
350922,3509,2,古田,g,gu tian,3.50922E+11,古田縣
350923,3509,2,屏南,p,ping nan,3.50923E+11,屏南縣
350924,3509,2,寿宁,s,shou ning,3.50924E+11,壽寧縣
350925,3509,2,周宁,z,zhou ning,3.50925E+11,周寧縣
350926,3509,2,柘荣,z,zhe rong,3.50926E+11,柘榮縣
350981,3509,2,福安,f,fu an,3.50981E+11,福安市
350982,3509,2,福鼎,f,fu ding,3.50982E+11,福鼎市
36,0,0,江西,j,jiang xi,3.6E+11,江西省
3601,36,1,南昌,n,nan chang,3.601E+11,南昌市
360102,3601,2,东湖,d,dong hu,3.60102E+11,東湖區
360103,3601,2,西湖,x,xi hu,3.60103E+11,西湖區
360104,3601,2,青云谱,q,qing yun pu,3.60104E+11,青雲譜區
360111,3601,2,青山湖,q,qing shan hu,3.60111E+11,青山湖區
360112,3601,2,新建,x,xin jian,3.60112E+11,新建區
360113,3601,2,红谷滩,h,hong gu tan,3.60113E+11,紅穀灘區
360121,3601,2,南昌县,n,nan chang xian,3.60121E+11,南昌縣
360123,3601,2,安义,a,an yi,3.60123E+11,安義縣
360124,3601,2,进贤,j,jin xian,3.60124E+11,進賢縣
3602,36,1,景德镇,j,jing de zhen,3.602E+11,景德鎮市
360202,3602,2,昌江,c,chang jiang,3.60202E+11,昌江區
360203,3602,2,珠山,z,zhu shan,3.60203E+11,珠山區
360222,3602,2,浮梁,f,fu liang,3.60222E+11,浮梁縣
360281,3602,2,乐平,l,le ping,3.60281E+11,樂平市
3603,36,1,萍乡,p,ping xiang,3.603E+11,萍鄉市
360302,3603,2,安源,a,an yuan,3.60302E+11,安源區
360313,3603,2,湘东,x,xiang dong,3.60313E+11,湘東區
360321,3603,2,莲花,l,lian hua,3.60321E+11,蓮花縣
360322,3603,2,上栗,s,shang li,3.60322E+11,上栗縣
360323,3603,2,芦溪,l,lu xi,3.60323E+11,蘆溪縣
3604,36,1,九江,j,jiu jiang,3.604E+11,九江市
360402,3604,2,濂溪,l,lian xi,3.60402E+11,濂溪區
360403,3604,2,浔阳,x,xun yang,3.60403E+11,潯陽區
360404,3604,2,柴桑,c,chai sang,3.60404E+11,柴桑區
360423,3604,2,武宁,w,wu ning,3.60423E+11,武寧縣
360424,3604,2,修水,x,xiu shui,3.60424E+11,修水縣
360425,3604,2,永修,y,yong xiu,3.60425E+11,永修縣
360426,3604,2,德安,d,de an,3.60426E+11,德安縣
360428,3604,2,都昌,d,du chang,3.60428E+11,都昌縣
360429,3604,2,湖口,h,hu kou,3.60429E+11,湖口縣
360430,3604,2,彭泽,p,peng ze,3.6043E+11,彭澤縣
360481,3604,2,瑞昌,r,rui chang,3.60481E+11,瑞昌市
360482,3604,2,共青城,g,gong qing cheng,3.60482E+11,共青城市
360483,3604,2,庐山,l,lu shan,3.60483E+11,廬山市
3605,36,1,新余,x,xin yu,3.605E+11,新餘市
360502,3605,2,渝水,y,yu shui,3.60502E+11,渝水區
360521,3605,2,分宜,f,fen yi,3.60521E+11,分宜縣
3606,36,1,鹰潭,y,ying tan,3.606E+11,鷹潭市
360602,3606,2,月湖,y,yue hu,3.60602E+11,月湖區
360603,3606,2,余江,y,yu jiang,3.60603E+11,餘江區
360681,3606,2,贵溪,g,gui xi,3.60681E+11,貴溪市
3607,36,1,赣州,g,gan zhou,3.607E+11,贛州市
360702,3607,2,章贡,z,zhang gong,3.60702E+11,章貢區
360703,3607,2,南康,n,nan kang,3.60703E+11,南康區
360704,3607,2,赣县,g,gan xian,3.60704E+11,贛縣區
360722,3607,2,信丰,x,xin feng,3.60722E+11,信豐縣
360723,3607,2,大余,d,da yu,3.60723E+11,大餘縣
360724,3607,2,上犹,s,shang you,3.60724E+11,上猶縣
360725,3607,2,崇义,c,chong yi,3.60725E+11,崇義縣
360726,3607,2,安远,a,an yuan,3.60726E+11,安遠縣
360728,3607,2,定南,d,ding nan,3.60728E+11,定南縣
360729,3607,2,全南,q,quan nan,3.60729E+11,全南縣
360730,3607,2,宁都,n,ning du,3.6073E+11,寧都縣
360731,3607,2,于都,y,yu du,3.60731E+11,於都縣
360732,3607,2,兴国,x,xing guo,3.60732E+11,興國縣
